name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,windspeed,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,description
Kerala,01-01-2020,31.8,24.6,28.2,38.4,24.6,32,24.8,82.6,0,14.8,1012.2,32.3,4.3,254.9,22.1,9,0.17,Partly cloudy throughout the day.
Kerala,02-01-2020,31.8,24.6,28.4,37.9,24.6,32,24.5,80.6,0,13,1013.2,28.7,4.5,251.9,21.9,9,0.22,Partly cloudy throughout the day.
Kerala,03-01-2020,32.1,25,28.7,39.1,25,33.2,24.8,79.9,0,18.4,1012.3,33.6,5.1,251.4,21.8,9,0.26,Partly cloudy throughout the day.
Kerala,04-01-2020,32.1,25.5,28.3,39.2,25.5,32.4,25,83.3,78.93,11.2,1010.9,47.9,4.4,251.3,21.9,9,0.31,Partly cloudy throughout the day with rain.
Kerala,05-01-2020,31.2,25.4,28.5,37.7,25.4,32.7,24.9,81.3,10.6,13,1010.7,57,4.9,216.5,18.7,8,0.36,Partly cloudy throughout the day with rain clearing later.
Kerala,06-01-2020,31.7,25.4,28.6,38.6,25.4,32.6,24.8,80.7,0,13,1011.3,36.2,4.4,252.5,21.9,9,0.4,Partly cloudy throughout the day.
Kerala,07-01-2020,32,24.9,28.5,37.6,24.9,32,24.4,79.6,5.2,19.8,1011.1,31.3,4.5,260.7,22.6,9,0.44,Clearing in the afternoon with rain.
Kerala,08-01-2020,31,24.7,28,36.5,24.7,31.4,24.1,80.1,9.99,14.8,1011.5,42.8,5.1,267,23.1,9,0.47,Partly cloudy throughout the day with rain clearing later.
Kerala,09-01-2020,31.1,24.3,27.9,36.5,24.3,30.7,23.8,79.5,0,14.8,1011.3,27.6,4.8,257,22.3,9,0.49,Partly cloudy throughout the day.
Kerala,10-01-2020,31.7,23.5,27.5,37.6,23.5,30.1,23.8,81.7,0,11.2,1011.3,32.1,4.7,272.2,23.4,9,0.5,Partly cloudy throughout the day.
Kerala,11-01-2020,31.9,23,27.3,36.5,23,29.2,22.9,78.7,0,15.1,1011.5,29.6,5,277.1,23.9,9,0.51,Partly cloudy throughout the day.
Kerala,12-01-2020,32.1,23.9,27.9,35.5,23.9,29.8,22.3,73.4,0,13,1011,28.1,5.2,277.2,23.9,9,0.52,Partly cloudy throughout the day.
Kerala,13-01-2020,31,22.4,27.1,34.1,22.4,29.2,22.7,77.8,0,14.8,1011.1,35,4.6,252.4,21.9,9,0.55,Partly cloudy throughout the day.
Kerala,14-01-2020,31.3,24,27.5,36.5,24,29.9,23.3,78.4,0,13,1010.3,38.1,4.6,249.6,21.7,9,0.59,Partly cloudy throughout the day.
Kerala,15-01-2020,30.4,23.3,26.9,34.1,23.3,28.5,22.7,79,0,14.8,1010.7,34,4.5,250.9,21.8,9,0.64,Partly cloudy throughout the day.
Kerala,16-01-2020,30.8,23,27.2,33.5,23,28.7,22,74.8,0,13,1010.9,25.8,4.4,260.8,22.7,9,0.69,Partly cloudy throughout the day.
Kerala,17-01-2020,32.1,23,27.6,35.5,23,29.9,23,77.3,0,13,1011,25.2,4.6,268,23.1,9,0.75,Partly cloudy throughout the day.
Kerala,18-01-2020,32.1,24,28.2,37.8,24,31.4,23.8,78,0,14.8,1010.5,39.3,4.6,254,21.9,9,0.81,Partly cloudy throughout the day.
Kerala,19-01-2020,31,26.3,28.9,37.7,26.3,33.8,24.6,78.1,0.1,13,1011,52.5,4.8,252.2,21.7,9,0.86,Partly cloudy throughout the day with afternoon rain.
Kerala,20-01-2020,31.5,25,28.7,37.7,25,32.8,24.5,78.8,0,16.6,1011.9,32.1,5.1,274,23.6,9,0.91,Partly cloudy throughout the day.
Kerala,21-01-2020,31.7,25.6,28.5,37.6,25.6,32.3,24.5,80,0,13,1012,38.1,4.8,272.9,23.4,9,0.95,Partly cloudy throughout the day.
Kerala,22-01-2020,31.7,25.8,28.5,37.9,25.8,32.2,24.5,79.5,0,14.8,1011.5,27.4,4.8,267.1,23,9,0.98,Partly cloudy throughout the day.
Kerala,23-01-2020,32,26.9,29.1,39.1,30.2,34.6,25.1,79.3,0,16.6,1010.4,29.1,5.1,211.7,18.3,7,0.99,Partly cloudy throughout the day.
Kerala,24-01-2020,32.2,26.7,29.1,38.6,29.8,34.1,24.8,78.2,0,13,1010.9,30.1,4.9,278.6,24.2,9,1,Partly cloudy throughout the day.
Kerala,25-01-2020,32.3,25,28.5,35.9,25,30.9,23.1,74.1,0,14.8,1011.6,27.3,4.5,284.6,24.6,10,0,Partly cloudy throughout the day.
Kerala,26-01-2020,31,23.3,27.6,36.5,23.3,29.8,22.8,76,0,13,1011.4,28,4.7,279.4,24.2,10,0.01,Partly cloudy throughout the day.
Kerala,27-01-2020,30.8,23,27.3,35.1,23,29.5,23,78,0,13,1012,29.7,4.5,278.4,24.1,9,0.03,Partly cloudy throughout the day.
Kerala,28-01-2020,31.4,23.5,27.6,36.1,23.5,29.9,23,77.1,0,14.8,1012.2,32.6,4.7,222.7,19.2,8,0.06,Partly cloudy throughout the day.
Kerala,29-01-2020,32.1,23.4,27.7,36.5,23.4,30,23,76.3,0,13,1012.5,29.5,4.5,280,24.3,9,0.09,Partly cloudy throughout the day.
Kerala,30-01-2020,32,23.6,27.7,36.8,23.6,30.3,23.4,78,0,11.2,1011.8,35.9,4.5,277.8,24,10,0.13,Partly cloudy throughout the day.
Kerala,31-01-2020,31.6,24.4,28,36.5,24.4,31,23.5,76.9,0,13,1010.6,33.4,5,271.9,23.6,10,0.18,Partly cloudy throughout the day.
Kerala,01-02-2020,32,24.8,28.5,36.8,24.8,31.5,23.4,74.9,0,14.8,1010.9,30.6,5,277.7,24,9,0.22,Partly cloudy throughout the day.
Kerala,02-02-2020,32,25.3,28.8,37.9,25.3,32.2,23.7,74.7,0,18.4,1012.3,46.3,4.6,256.8,22.2,9,0.27,Partly cloudy throughout the day.
Kerala,03-02-2020,32,24.5,28.4,35.8,24.5,31,23.1,74.3,0,14.8,1012.8,28.3,5,281.2,24.4,10,0.32,Partly cloudy throughout the day.
Kerala,04-02-2020,31.6,24.5,28.2,37.7,24.5,31.1,23.3,75.7,0,14.8,1011.3,29.8,4.8,283,24.4,10,0.37,Partly cloudy throughout the day.
Kerala,05-02-2020,31.7,24.8,28.3,36.6,24.8,31.2,23.6,76.4,0,14.8,1011.8,32.2,5,271.8,23.7,9,0.41,Partly cloudy throughout the day.
Kerala,06-02-2020,32.2,24.5,28.3,37.9,24.5,31.4,23.4,75.2,0,14.8,1012.1,38.1,4.9,265.4,22.7,9,0.45,Partly cloudy throughout the day.
Kerala,07-02-2020,32.1,25.4,28.6,38.1,25.4,32.6,24.4,78.7,0,16.6,1012.7,38.7,5,277.4,24,9,0.48,Partly cloudy throughout the day.
Kerala,08-02-2020,31.8,25.5,28.6,37.7,25.5,32.4,24.1,77.4,0.5,18.4,1013,40.7,4.8,246.1,21.4,9,0.5,Partly cloudy throughout the day with rain clearing later.
Kerala,09-02-2020,32.3,25.4,28.8,37.9,25.4,32.5,24,76.3,0,14.8,1012,35.1,5.2,273.5,23.5,10,0.5,Partly cloudy throughout the day.
Kerala,10-02-2020,32.5,25.3,28.6,38.6,25.3,32.3,24.3,78.3,0,14.8,1011.1,26.8,5,283.3,24.3,10,0.52,Partly cloudy throughout the day.
Kerala,11-02-2020,33.1,24,28.6,39.2,24,32.1,23.9,76.9,0,14.8,1010.7,27.9,5.1,293.4,25.3,10,0.53,Partly cloudy throughout the day.
Kerala,12-02-2020,33.7,24.8,29,37.9,24.8,32.6,24.1,76.3,0,16.6,1012.2,26.2,4.9,288.4,25,10,0.57,Partly cloudy throughout the day.
Kerala,13-02-2020,32.4,25.8,29.2,39.2,25.8,34.1,24.8,77.9,0,14.8,1012.4,27.9,4.9,277.6,23.9,10,0.62,Partly cloudy throughout the day.
Kerala,14-02-2020,32.2,26.6,29.2,38.8,26.6,34,24.4,75.8,0.8,16.6,1011.7,42.2,4.8,281.2,24.2,10,0.67,Partly cloudy throughout the day with morning rain.
Kerala,15-02-2020,32.1,25.8,28.9,39.2,25.8,33.3,24.6,78.3,2.9,14.8,1011.5,33.2,4.4,274.8,23.8,9,0.73,Partly cloudy throughout the day with rain clearing later.
Kerala,16-02-2020,33.3,25.6,29.3,39.6,25.6,33.7,24.1,74.7,0,16.6,1011.9,29.9,4.6,289.4,25,10,0.78,Partly cloudy throughout the day.
Kerala,17-02-2020,33.2,25.4,29.1,40.6,25.4,33,24.2,75.9,0,13,1012.2,30.5,5.1,301,25.9,10,0.84,Partly cloudy throughout the day.
Kerala,18-02-2020,32.4,23.4,28.2,37.9,23.4,30.9,23,74.6,0,14.8,1012.3,27.9,4.8,302.3,26,10,0.88,Partly cloudy throughout the day.
Kerala,19-02-2020,32.3,23.9,28.1,36.8,23.9,30.2,22.4,72.2,0,14.8,1011.9,28.8,5.3,300.9,26.1,10,0.93,Partly cloudy throughout the day.
Kerala,20-02-2020,31.8,23.3,27.9,36,23.3,30.1,22.5,73.4,0,14.8,1011.1,26.4,4.6,277.3,24.1,10,0.96,Partly cloudy throughout the day.
Kerala,21-02-2020,32.8,24.3,28.9,36.8,24.3,31.5,22.8,70.8,1.1,16.6,1011.8,29.7,5.1,288.5,24.9,10,0.98,Partly cloudy throughout the day with rain.
Kerala,22-02-2020,33,27.4,29.4,39.2,29.7,33.8,23.7,71.8,0.61,27.7,1012.5,52.6,4.3,269.9,23.3,9,1,Partly cloudy throughout the day with rain clearing later.
Kerala,23-02-2020,32.7,24.8,29,36.8,24.8,31.7,22.5,69.2,0,14.8,1011.8,30,5,294.5,25.7,10,1,Partly cloudy throughout the day.
Kerala,24-02-2020,32.7,25.3,28.8,38.2,25.3,31.8,22.9,71,0,16.6,1010.4,30.1,4.7,182.1,15.7,6,0,Partly cloudy throughout the day.
Kerala,25-02-2020,32.5,24.9,28.8,36.1,24.9,31.3,22.2,68.6,0,13,1010.1,28.8,4.7,257.5,22.3,9,0.02,Partly cloudy throughout the day.
Kerala,26-02-2020,32.4,24.5,28.5,36.9,24.5,31.2,22.4,70.4,0,13,1010.1,28.8,4.7,301.3,26.1,10,0.04,Partly cloudy throughout the day.
Kerala,27-02-2020,34.8,25,29,37.9,25,31.7,22.6,69.7,0,14.8,1010.5,27.7,4.6,300.9,26.1,10,0.06,Partly cloudy throughout the day.
Kerala,28-02-2020,33,25.5,29.1,36.8,25.5,31.8,22.5,68.6,0.1,16.6,1009.2,28.2,4.8,286.5,24.8,10,0.1,Partly cloudy throughout the day with late afternoon rain.
Kerala,29-02-2020,32.7,25,29.1,37.4,25,31.7,21.7,65.8,0.6,18.4,1009.8,33.1,4.7,264.5,22.8,10,0.14,Partly cloudy throughout the day with early morning rain.
Kerala,01-03-2020,32.2,25.8,29,35.6,25.8,31.7,22.2,67.3,0,14.8,1009.9,33.8,4.6,282,24.3,10,0.18,Partly cloudy throughout the day.
Kerala,02-03-2020,33.3,26,29.4,38.6,26,33.1,23.1,69.1,0.1,14.8,1010.7,33.4,4.8,261.8,22.6,9,0.23,Partly cloudy throughout the day with late afternoon rain.
Kerala,03-03-2020,32.5,26,28.9,38.8,26,33.2,24.4,77.3,5.4,16.6,1011.3,57.3,4.5,273.2,23.6,10,0.28,Partly cloudy throughout the day with rain clearing later.
Kerala,04-03-2020,33.2,26.4,29.5,40.6,26.4,34,24,73.1,0.3,18.4,1010.3,43.8,4.6,284.8,24.7,10,0.34,Partly cloudy throughout the day with late afternoon rain.
Kerala,05-03-2020,33,25,28.6,39.1,25,32.6,23.8,75.6,1.7,14.8,1010.1,50.9,4.3,96.8,8.3,3,0.38,Partly cloudy throughout the day with rain clearing later.
Kerala,06-03-2020,33.3,26.5,29.5,38.3,26.5,33.7,23.8,72.3,0,18.4,1010.6,49.3,4.7,255.4,22.2,9,0.43,Partly cloudy throughout the day.
Kerala,07-03-2020,32.8,26,29.2,43.8,26,33.5,23.9,73.8,0,14.8,1011.8,30.5,4.6,300.6,26,10,0.46,Partly cloudy throughout the day.
Kerala,08-03-2020,32.3,25.5,29.1,37.2,25.5,32.4,23.3,71.7,0,13,1011.2,35.6,4.7,304.1,26.2,10,0.49,Partly cloudy throughout the day.
Kerala,09-03-2020,34.4,26.5,29.6,38.6,26.5,33.9,23.8,71.9,0,14.8,1009.7,44.6,4.2,297.7,25.7,10,0.5,Becoming cloudy in the afternoon.
Kerala,10-03-2020,32.6,26.7,29.4,38.8,29.7,34.1,24.1,73.7,0.2,13,1010.2,43.2,4.7,297.9,25.7,10,0.51,Partly cloudy throughout the day with early morning rain.
Kerala,11-03-2020,33,26,29.6,38.7,26,33.9,23.8,71.7,0,14.8,1011,41.3,4.8,274.5,23.8,9,0.53,Partly cloudy throughout the day.
Kerala,12-03-2020,33.1,26,29.5,39.6,26,33.8,23.7,71.9,0.3,14.8,1011.9,42.3,5,308,26.6,10,0.56,Partly cloudy throughout the day with early morning rain.
Kerala,13-03-2020,35.6,26,30,39.4,26,33.3,22.4,65.4,0,13,1011.1,31.7,4.8,312,26.9,10,0.6,Becoming cloudy in the afternoon.
Kerala,14-03-2020,33.5,26,29.5,40.2,26,33.5,23.4,70.1,0,14.8,1010.2,27.2,5.1,308.2,26.6,10,0.65,Partly cloudy throughout the day.
Kerala,15-03-2020,33.2,26,29.5,39.3,26,33.6,23.6,71.1,0,14.8,1009.8,30.5,5,300.2,26.1,10,0.71,Partly cloudy throughout the day.
Kerala,16-03-2020,33.4,25.9,29.8,38.1,25.9,33.5,23.1,68.7,0,14.8,1011,29,5.1,305.8,26.6,10,0.76,Partly cloudy throughout the day.
Kerala,17-03-2020,33.1,26.5,30.1,39.9,26.5,34.5,23.4,68,0,14.8,1011.6,38.2,4.3,308.6,26.6,10,0.81,Partly cloudy throughout the day.
Kerala,18-03-2020,34.4,26,30.4,40.8,26,34.5,22.6,63.8,0,18.4,1010.9,35.8,5,191.1,16.5,6,0.86,Partly cloudy throughout the day.
Kerala,19-03-2020,33,26.9,29.7,39,29.6,34.2,23.6,70.2,0,14.8,1011.5,40.6,5.1,224.1,19.2,8,0.9,Partly cloudy throughout the day.
Kerala,20-03-2020,33.7,27,30.2,40.6,30.1,35.8,24.5,72.5,0,20.5,1011.4,40,4.9,230.9,20.1,8,0.94,Partly cloudy throughout the day.
Kerala,21-03-2020,33.1,27.2,29.8,39.5,30.8,34.9,24.4,73.7,6.59,14.8,1010.9,42.2,4.6,240.9,20.8,9,0.97,Partly cloudy throughout the day with rain.
Kerala,22-03-2020,32.8,27,29.7,39.5,30.1,35.1,24.6,74.5,9.79,16.6,1010.9,47,5.1,283.5,24.4,10,0.99,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,23-03-2020,32.7,27.2,29.9,39.9,31,35.5,24.7,74,1.5,18.4,1010.5,54,4.9,282.9,24.5,10,1,Partly cloudy throughout the day with rain.
Kerala,24-03-2020,32.5,26,29.4,38.3,26,34,24,73.3,0.7,14.8,1008.9,41.6,5.3,267.3,23.1,10,0,Partly cloudy throughout the day with rain.
Kerala,25-03-2020,33.1,26.3,29.4,41.2,26.3,33.6,23.9,73.2,2.3,18.4,1009,49.2,5.1,271.4,23.5,9,0.01,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,26-03-2020,32.1,25.5,29.1,37.4,25.5,32.5,23.7,73.6,0,14.8,1009.1,43.4,4.6,312.4,27.1,10,0.02,Partly cloudy throughout the day.
Kerala,27-03-2020,33.7,25.9,29.8,38.1,25.9,33.1,22.5,66,0,13,1011.1,31.3,5,308.2,26.7,10,0.04,Partly cloudy throughout the day.
Kerala,28-03-2020,33.2,26,29.6,38.1,26,33.4,23.2,69.3,0,14.8,1010.5,30.4,5.3,315.2,27.3,10,0.07,Partly cloudy throughout the day.
Kerala,29-03-2020,33.1,26,29.6,39.5,26,34.2,23.9,71.7,0,14.8,1009.9,47.1,4.6,311.2,26.8,10,0.11,Partly cloudy throughout the day.
Kerala,30-03-2020,34,26.1,30.3,41.5,26.1,35.6,24.2,70.4,1.5,14.8,1009.7,40.5,4.8,305.6,26.5,10,0.15,Partly cloudy throughout the day with late afternoon rain.
Kerala,31-03-2020,34.1,27.1,30.2,41.8,30.6,35.3,24.1,70.7,0.8,14.8,1010,33.9,4.8,317.5,27.4,10,0.2,Partly cloudy throughout the day with early morning rain.
Kerala,01-04-2020,33.2,26.2,29.8,39.2,26.2,34.5,23.9,70.8,0,18.4,1009.8,33.1,5.4,321.8,27.7,10,0.25,Partly cloudy throughout the day.
Kerala,02-04-2020,33.7,25,29.4,39.7,25,33.5,23.7,72.1,0,14.8,1009.3,31.5,4.7,315.8,27.3,10,0.31,Partly cloudy throughout the day.
Kerala,03-04-2020,33,26.4,30.1,39.2,26.4,35.1,24.2,71.4,0,12.7,1010.1,29.4,4.4,308,26.5,10,0.36,Partly cloudy throughout the day.
Kerala,04-04-2020,33.7,26.3,30,40.8,26.3,35.2,24.3,72.2,0.2,13,1010.5,30.2,4.8,307.6,26.5,10,0.41,Partly cloudy throughout the day with late afternoon rain.
Kerala,05-04-2020,33.7,23.1,28.6,41.9,23.1,32.2,23.8,76.5,59.65,37.1,1011.8,47.8,4.2,209.4,18,7,0.45,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,06-04-2020,33.3,25.2,29.5,41.3,25.2,33.6,23.9,72.5,4,14.8,1011.4,39.4,4.7,187.8,16.1,7,0.48,Partly cloudy throughout the day with rain clearing later.
Kerala,07-04-2020,32.6,26.9,29.9,40.4,30.1,35.7,24.8,74.3,0,18.4,1011,51.6,4.8,98.4,8.6,4,0.5,Partly cloudy throughout the day.
Kerala,08-04-2020,33.5,25.2,29.4,40.6,25.2,33.1,23.7,72.3,7.09,22.3,1011.4,38.2,4.7,138.5,11.9,5,0.5,Partly cloudy throughout the day with rain.
Kerala,09-04-2020,33.4,25.3,29.2,41.9,25.3,32.8,23.3,71.1,1.2,24.1,1010.3,38.2,5,207.8,18,7,0.52,Partly cloudy throughout the day with rain clearing later.
Kerala,10-04-2020,33,26.4,29.8,40.6,26.4,34.8,24.3,73.2,1.4,13,1010.5,36.9,4.8,287.1,24.7,10,0.54,Partly cloudy throughout the day with rain.
Kerala,11-04-2020,33.2,26.8,30.2,40.2,30.1,35.7,24.5,72.6,0.8,14.8,1011.1,32.1,5.2,286.9,24.7,9,0.58,Partly cloudy throughout the day with rain clearing later.
Kerala,12-04-2020,34,26.5,30.5,40.6,26.5,35.4,24,68.9,0,13,1010.7,37.7,5,295.2,25.3,10,0.63,Partly cloudy throughout the day.
Kerala,13-04-2020,33.5,27.2,30.7,40.6,30.4,36,24,67.9,0,14.8,1009.8,44.1,5.2,298.1,25.6,10,0.68,Partly cloudy throughout the day.
Kerala,14-04-2020,33.8,27,30.5,42.1,30.1,35.9,24.2,69.5,0,14.8,1010,41.7,4.8,284,24.5,9,0.73,Partly cloudy throughout the day.
Kerala,15-04-2020,33.7,27.5,30.7,41.3,31.6,36,24,68.1,0,14.8,1011,37.9,5.1,278.3,24.1,9,0.78,Partly cloudy throughout the day.
Kerala,16-04-2020,33.6,25.8,30.1,41.6,25.8,34.6,24,71,49.35,13,1010.2,38.9,4.6,287.7,24.7,10,0.83,Partly cloudy throughout the day with rain.
Kerala,17-04-2020,33.4,25.5,29.9,42.9,25.5,35.2,24.9,75.5,3.6,14.8,1009.5,39.4,5.2,277.5,24,9,0.88,Partly cloudy throughout the day with rain clearing later.
Kerala,18-04-2020,33.1,27.4,30.6,42.4,31.5,36.9,24.9,71.9,0,16.6,1009.8,41.1,4.7,289.1,25,10,0.91,Partly cloudy throughout the day.
Kerala,19-04-2020,34,28,30.8,40.6,32.7,36.9,24.7,70.5,0.6,16.6,1009.3,51.9,5.4,232.2,20,8,0.95,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,20-04-2020,34.1,27.2,30.3,41.5,31,36.1,24.6,72.1,12.19,14.8,1008.9,37.3,4.7,205.5,17.7,7,0.97,Partly cloudy throughout the day with rain.
Kerala,21-04-2020,33.5,26.2,29.3,39.6,26.2,33,23.8,73.4,6.3,18.4,1009.5,40.6,4.9,288,24.8,10,0.99,Becoming cloudy in the afternoon with a chance of rain throughout the day.
Kerala,22-04-2020,33.2,25.9,29.2,41,25.9,33.5,24.1,74.8,14.39,18.4,1009.6,49.5,4.7,269,23.2,9,1,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,23-04-2020,33.7,26.1,29.1,43.6,26.1,34.1,24.9,78.5,6,16.6,1009.4,68.5,5,223.8,19.3,8,0,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,24-04-2020,33,26.3,29.9,41,26.3,35.4,24.9,75.1,2.1,13,1009.5,56.7,4.5,169.7,14.7,6,0.01,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,25-04-2020,33.6,27.3,30.8,43.1,31.7,37.5,25.3,73.3,0.8,22.3,1008.6,44.2,5,148.7,12.7,7,0.03,Partly cloudy throughout the day with rain clearing later.
Kerala,26-04-2020,33.4,25.9,29.7,43.3,25.9,35,24.8,75.8,5.4,14.8,1009.6,47.3,4.7,113.2,9.7,4,0.05,Becoming cloudy in the afternoon with rain.
Kerala,27-04-2020,34,25.4,30.2,42,25.4,34.8,24.3,71.8,0.7,20.5,1010.1,32.4,5.3,132.2,11.3,5,0.09,Partly cloudy throughout the day with rain clearing later.
Kerala,28-04-2020,34.7,23.8,28.7,43.6,23.8,32.8,24,77.2,85.92,27.7,1009.5,47.1,4.5,125.4,10.8,5,0.13,Partly cloudy throughout the day with rain.
Kerala,29-04-2020,33,24.5,28.9,40.2,24.5,32.9,24.1,76.1,9.2,18.4,1009.6,47.5,5,186.4,16.1,7,0.18,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,30-04-2020,33.4,26.8,29.8,43.7,30,35.9,25,75.6,0,14.8,1010.2,41.4,5.1,210.1,18.3,7,0.23,Partly cloudy throughout the day.
Kerala,01-05-2020,33.6,26.9,30.4,42.2,29.8,36.2,24.7,72.3,0,22.3,1009.7,42.5,5.3,242.3,20.9,9,0.28,Partly cloudy throughout the day.
Kerala,02-05-2020,33.8,27.2,30.2,42.5,30.6,35.8,24.5,72.4,0.4,18.4,1008.1,41.9,4.9,199.7,17.3,6,0.34,Partly cloudy throughout the day with late afternoon rain.
Kerala,03-05-2020,34,27.5,30.6,42.9,31.4,36.6,24.7,71.1,3,20.5,1007.8,45.9,5,132.5,11.5,4,0.39,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,04-05-2020,34.4,27.4,31,45.2,31.2,37,24.5,69,2.3,22.3,1008.9,38.6,5.2,115.7,10,4,0.44,Partly cloudy throughout the day with rain clearing later.
Kerala,05-05-2020,34.5,25,29.9,43.9,25,34.8,24.5,73.9,9,14.8,1008.6,51.4,4.8,116.9,10,4,0.47,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,06-05-2020,33.4,25,29.1,42.1,25,33.7,24.7,78.2,5.4,14.8,1008.7,51.1,4.3,109.9,9.4,4,0.49,Becoming cloudy in the afternoon with a chance of rain throughout the day.
Kerala,07-05-2020,33,25.4,28.7,42.1,25.4,33.7,25.2,81.7,31.47,14.8,1009.1,53.1,4.3,263.1,22.9,9,0.5,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,08-05-2020,33,25.6,28,40.6,25.6,32,25.2,85.2,48.02,14.8,1009.1,51.1,4,123.8,10.6,5,0.51,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,09-05-2020,33,25.9,28.7,43.7,25.9,34.1,25.6,83.9,32.38,18.4,1008.7,55.7,4.3,103.4,8.9,4,0.53,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,10-05-2020,33,26,29.4,43.1,26,35.6,25.9,82,49.56,13,1008.4,67.1,4.3,162,14,6,0.56,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,11-05-2020,32.8,26.2,28.6,42,26.2,33.8,25.5,84.2,28.29,13,1008.5,64.3,4.2,73.4,6.2,2,0.61,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,12-05-2020,32.1,25,28.8,40.9,25,34.2,25.5,83.1,58.75,14.8,1007.8,58.8,4.5,224.1,19.4,8,0.65,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,13-05-2020,32,25.4,28.8,40.6,25.4,33.8,25.5,82.9,17.8,11.2,1008,58.5,5.1,188.2,16.1,7,0.7,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,14-05-2020,33.6,25.9,29.2,42.5,25.9,34.7,25.5,81.5,7,7.6,1006.7,42.7,4.4,120.1,10.3,4,0.75,Becoming cloudy in the afternoon with a chance of rain throughout the day.
Kerala,15-05-2020,33,25.6,29.4,43.8,25.6,35.3,25.7,81.6,31.58,7.6,1006.8,66.8,4.6,109,9.4,4,0.8,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,16-05-2020,32,25.2,28.9,40.3,25.2,33.5,25.1,80.9,4,13.3,1005.9,69,4.4,125.2,10.8,4,0.85,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,17-05-2020,33,26.9,29.5,43.3,30.7,36.6,26.1,82.3,5.2,14.8,1005.7,61.8,4.5,180.1,15.7,6,0.89,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,18-05-2020,30,25.3,26.8,36.2,25.3,29.3,25,89.8,39.37,14.8,1006.2,69.1,3.7,92.5,8,3,0.93,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,19-05-2020,33,25.6,29,45.7,25.6,34.4,25.5,82.3,8.29,18.4,1006.1,63.4,4.1,106.9,9.4,4,0.96,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,20-05-2020,33,26.1,29.9,41,26.1,35.9,25.4,77.4,4.8,28.4,1006,52.2,5.7,217.2,18.5,8,0.98,Partly cloudy throughout the day with rain.
Kerala,21-05-2020,30,25.6,27.3,37.4,25.6,30.4,25.1,88,62.3,16.9,1008.6,65.7,3.6,189.1,16.2,6,1,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,22-05-2020,33,24,28.5,39.7,24,33.2,24.9,81.6,23,18.4,1007.7,50.1,4.6,237.4,20.5,8,1,Partly cloudy throughout the day with rain clearing later.
Kerala,23-05-2020,32,27.9,29.9,42.3,33.3,37.4,26.2,80.9,1.3,23.8,1007.8,42.9,4.3,227.1,19.8,8,0,Partly cloudy throughout the day with rain clearing later.
Kerala,24-05-2020,33,27.9,30.4,42.1,33.4,37.9,25.9,77.3,1.6,22.3,1008.1,44.3,4.8,148.8,13,5,0.02,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,25-05-2020,32,27.9,29.9,40.6,33.1,37.6,26.4,81.9,1.6,18.4,1009.3,57.8,4.8,122.9,10.4,4,0.04,Partly cloudy throughout the day with rain.
Kerala,26-05-2020,33,26.5,30,42.2,26.5,37,25.9,79.1,7.5,14.8,1009.3,59.6,4.8,146.9,12.8,5,0.07,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,27-05-2020,32.5,25.6,29.6,43,25.6,36,25.7,80,0.5,14.8,1009.1,52.6,4.5,198.1,17.1,7,0.11,Partly cloudy throughout the day with rain clearing later.
Kerala,28-05-2020,32.2,25.7,29,41.6,25.7,34.4,25.2,80.4,38.17,14.8,1008.4,53.7,4.3,118.6,10.4,4,0.16,Partly cloudy throughout the day with rain.
Kerala,29-05-2020,32,25.9,28,39.7,25.9,31.7,25,84.6,50.76,11.2,1008.9,59.3,4.1,191.1,16.6,7,0.21,Partly cloudy throughout the day with a chance of rain throughout the day.
Kerala,30-05-2020,32.1,25.9,29.2,40.9,25.9,34.8,25.5,81.4,11.09,5.4,1009,61.5,4.7,195.3,16.7,7,0.27,Partly cloudy throughout the day with a chance of rain throughout the day.
